refno,material,property_name,property_value,property_unit,Has material been reported to be superconducting?,What is the highest measured Tc?,What is the lowest temp for measurement at which material was not superconducting?,file
PHC2630336,Y0.45Pr0.55Ba2Cu3O6.65,tcn,4.2,K,No,,4.2,
L101077001,Y0.45Pr0.55Ba2Cu3O6.953,tc,14.4,K,Yes,14.4,,L101077001
PHC2630336,Y0.45Pr0.55Ba2Cu3O6.98,tc,10.1,K,Yes,10.1,,
PHC2010320,Y0.475Ca0.475Sr2.05Cu2.4C0.6OZ,tc,63.0,K,Yes,63,,
SSC0320185,Y0.47Er0.53Rh4B4,tc,9.5,K,Yes,9.5,,
PHC1910158,Y0.47Pr0.53Ba2Cu3O6.96,tc,13.5,K,Yes,13.5,,
JJP0260624,Y0.4Ba0.6Cu1OX,tc,92.0,K,Yes,92,,
PHC1900255,Y0.4Ca0.3Pr0.3Ba2Cu3O7.02,tc,53.6,K,Yes,53.6,,
FA1590760,Y0.4Ca0.6Ba1.1La0.9Cu3O7.12,tc,82.0,K,Yes,82,,
FA1590760,Y0.4Ca0.6Ba1.2La0.8Cu3O7.07,tc,82.0,K,Yes,82,,
SSC0691079,Y0.4Cd0.6Ba2Cu3O7,tc,91.7,K,Yes,91.7,,
FA1590760,Y0.4Cu0.6Ba1.3La0.7Cu3O7,tc,82.0,K,Yes,82,,
FA1590760,Y0.4Cu0.6Ba1.4La0.6Cu3O6.95,tc,81.0,K,Yes,81,,
PHC2420155,Y0.4Gd0.6Ba2Cu3O7-z,tc,92.0,K,Yes,92,,
SSC0651339,Y0.4Gd0.6Ba2Cu3OZ,tc,93.0,K,Yes,93,,
PSS1890489,Y0.4Gd0.6Ni2B2C1,tcn,4.2,K,No,,4.2,
SSC0320937,Y0.4Lu0.6Ir4B4,tc,3.07,K,Yes,3.07,,
JPC0070287,Y0.4Pr0.6Ba0.75Sr1.25Cu3O6.92,tc,23.0,K,Yes,23,,
JPC0070287,Y0.4Pr0.6Ba1.25Sr0.75Cu3O6.92,tc,17.0,K,Yes,17,,
PHC4170033,Y0.4Pr0.6Ba1.2Sr0.8Cu3O7,tc,15.5,K,Yes,15.5,,PHC4170033
PHC4170033,Y0.4Pr0.6Ba1.4Sr0.6Cu3O7,tcn,3.0,K,No,,3,PHC4170033
SUP0090089,Y0.4Pr0.6Ba1.5Ca0.5Cu3O7-z,tc,26.7,K,Yes,26.7,,
JPC0070287,Y0.4Pr0.6Ba1.5Sr0.5Cu3O6.92,tcn,15.0,K,No,,15,
SUP0090089,Y0.4Pr0.6Ba1.6Ca0.4Cu3O7-z,tc,30.3,K,Yes,30.3,,
PHC4170033,Y0.4Pr0.6Ba1.6Sr0.4Cu3O7,tcn,3.0,K,No,,3,PHC4170033
SUP0090089,Y0.4Pr0.6Ba1.7Ca0.3Cu3O7-z,tc,29.0,K,Yes,29,,
SUP0090089,Y0.4Pr0.6Ba1.8Ca0.2Cu3O7-z,tc,23.9,K,Yes,23.9,,
PHC4170033,Y0.4Pr0.6Ba1.8Sr0.2Cu3O7,tcn,3.0,K,No,,3,PHC4170033
JPC0070287,Y0.4Pr0.6Ba1Sr1Cu3O6.92,tc,18.0,K,Yes,18,,
PHC4170033,Y0.4Pr0.6Ba1Sr1Cu3O7,tc,23.0,K,Yes,23,,PHC4170033
PLA1960263,Y0.4Pr0.6Ba1Sr1Cu3O7-z,tc,21.4,K,Yes,21.4,,
PLA1960263,Y0.4Pr0.6Ba1Sr1Cu3O8.9,tc,24.1,K,Yes,24.1,,
JPS0690170,Y0.4Pr0.6Ba2Cu3O6.76,tcn,4.2,K,No,,4.2,
JPS0690170,Y0.4Pr0.6Ba2Cu3O6.85,tcn,4.2,K,No,,4.2,
JPC0070287,Y0.4Pr0.6Ba2Cu3O6.92,tcn,15.0,K,No,,15,
PR0435430,Y0.4Pr0.6Ba2Cu3O6.95,tc,9.0,K,Yes,9,,
PHC2630336,Y0.4Pr0.6Ba2Cu3O6.98,tcn,4.2,K,No,,4.2,
PHC4170033,Y0.4Pr0.6Ba2Cu3O7,tcn,3.0,K,No,,3,PHC4170033
PHC1940076,Y0.4Pr0.6Ba2Cu3OZ,tcn,3.75,K,No,,3.75,
PR05010265,Y0.4Pr0.6Ba2Cu4O8,tc,40.5,K,Yes,40.5,,
PHC3640571,Y0.4Pr0.6Ni2B2C1,tcn,4.2,K,No,,4.2,
PR05108543,Y0.4Pr0.6Sr2Cu2.7Mo0.3O7-d,tc,17.3,K,Yes,17.3,,
JSC1180215,Y0.4Pr0.6Sr2Cu2.85Re0.15O6.8,tc,20.2,K,Yes,20.2,,
PHC2620135,Y0.4Pr0.6Sr2Cu2.8Re0.2O6+z,tc,25.0,K,Yes,25,,
PHC3020010,Y0.4Pr1.6Ba4Cu7O15-Z,tcn,4.2,K,No,,4.2,
P063144528,Y0.4Tb0.6Ni2B2C1,tcn,2.0,K,No,,2,
PHC3570230,Y0.4Yb0.6Ba2Cu3O6.93,tc,91.1,K,Yes,91.1,,
PHC3900254,Y0.52Eu0.58Ba1.9Cu2.69Al0.42O7-z,tc,42.4,K,Yes,42.4,,
P073144510,Y0.54Pr0.46Ba2Cu3O7-z,tc,38.0,K,Yes,38,,P073144510
PHC2630336,Y0.55Pr0.45Ba2Cu3O6.5,tcn,4.2,K,No,,4.2,
PHC2630336,Y0.55Pr0.45Ba2Cu3O6.65,tc,30.7,K,Yes,30.7,,
PHC2630336,Y0.55Pr0.45Ba2Cu3O6.8,tc,23.5,K,Yes,23.5,,
PHC2630336,Y0.55Pr0.45Ba2Cu3O6.98,tc,33.6,K,Yes,33.6,,
L101077001,Y0.55Pr0.45Ba2Cu3O7-z,tc,36.5,K,Yes,36.5,,L101077001
PRB0404517,Y0.55Pr0.45Ba2Cu3O7.01,tc,29.2,K,Yes,29.2,,
PHB2810909,Y0.5625La0.3375Pr0.1Ba2Cu3O7-z,tc,63.7,K,Yes,63.7,,
SSC0320185,Y0.56Er0.44Rh4B4,tc,9.64,K,Yes,9.64,,
PR04510609,Y0.56Pr0.44Ba2Cu3O7-Z,tc,36.0,K,Yes,36,,
FA1590760,Y0.5Ca0.5Ba1.1La0.9Cu3O7.15,tc,70.0,K,Yes,70,,
FA1590760,Y0.5Ca0.5Ba1.2La0.8Cu3O7.12,tc,82.0,K,Yes,82,,
FA1590760,Y0.5Ca0.5Ba1.5La0.5Cu3O6.94,tc,82.0,K,Yes,82,,
PHC3130049,Y0.5Ca0.5Ba1.8Nd0.2Cu3OZ,tc,34.0,K,Yes,34,,
PHC3090025,Y0.5Ca0.5Ba2Cu3OZ,tc,77.0,K,Yes,77,,
PHC2080351,Y0.5Ca0.5Sr0.7Ba1.3Cu2.6C0.4O7-z,tc,79.0,K,Yes,79,,
SSC0900435,Y0.5Ca0.5Sr1Ba1Cu2.75B0.25Oz,tc,50.0,K,Yes,50,,
PR0487636,Y0.5Ca0.5Ti1O3,tcn,1.2,K,No,,1.2,
SSC0691079,Y0.5Cd0.5Ba2Cu3O7,tc,93.2,K,Yes,93.2,,
JAC2250586,Y0.5Eu0.5Ba2Cu4O8,tc,77.0,K,Yes,77,,
PHC3830421,Y0.5Gd0.5Ni2B2C1,tcn,1.8,K,No,,1.8,
PHB2810909,Y0.5La0.3Pr0.2Ba2Cu3O7-z,tc,44.8,K,Yes,44.8,,
LES0670167,Y0.5La0.5B6,tc,1.6,K,Yes,1.6,,
BOOK1982,Y0.5La0.5Rh3B2,tc,1.88,K,Yes,1.88,,
JJP0271425,Y0.5Lu0.5Ba2Cu3OX,tc,86.7,K,Yes,86.7,,
SSC0320937,Y0.5Lu0.5Ir4B4,tc,3.21,K,Yes,3.21,,
P063104508,Y0.5Lu0.5Ni2B2C1,tc,14.9,K,Yes,14.9,,
SSC0651001,Y0.5Na0.5Ba2Cu3OZ,tc,41.3,K,Yes,41.3,,
SUP0100507,Y0.5Pr0.2Ca0.3Ba2Cu3O7-Z,tc,74.0,K,Yes,74,,
SUP0100507,Y0.5Pr0.2Cd0.1Ca0.2Ba2Cu3O7-Z,tc,68.0,K,Yes,68,,
SUP0100507,Y0.5Pr0.2Cd0.2Ca0.1Ba2Cu3O7-Z,tc,54.0,K,Yes,54,,
SUP0100507,Y0.5Pr0.2Cd0.3Ba2Cu3O7-Z,tc,42.0,K,Yes,42,,
PLA1960263,Y0.5Pr0.5Ba1Sr1Cu3O6.9,tc,36.0,K,Yes,36,,
PLA1960263,Y0.5Pr0.5Ba1Sr1Cu3O7-z,tc,32.1,K,Yes,32.1,,
JPS0690170,Y0.5Pr0.5Ba2Cu3O6.45,tcn,4.2,K,No,,4.2,
JPS0690170,Y0.5Pr0.5Ba2Cu3O6.53,tc,5.2,K,Yes,5.2,,
JPS0690170,Y0.5Pr0.5Ba2Cu3O6.61,tc,4.6,K,Yes,4.6,,
PHC2630336,Y0.5Pr0.5Ba2Cu3O6.65,tc,18.7,K,Yes,18.7,,
JPS0690170,Y0.5Pr0.5Ba2Cu3O6.66,tc,3.5,K,Yes,3.5,,
PHC1960090,Y0.5Pr0.5Ba2Cu3O6.68,tc,27.1,K,Yes,27.1,,
JPS0690170,Y0.5Pr0.5Ba2Cu3O6.71,tc,4.0,K,Yes,4,,
JPS0690170,Y0.5Pr0.5Ba2Cu3O6.76,tc,4.0,K,Yes,4,,
PHC2630336,Y0.5Pr0.5Ba2Cu3O6.8,tcn,4.2,K,No,,4.2,
JPS0690170,Y0.5Pr0.5Ba2Cu3O6.85,tc,4.0,K,Yes,4,,
PHC1910158,Y0.5Pr0.5Ba2Cu3O6.95,tc,28.2,K,Yes,28.2,,
PHC2630336,Y0.5Pr0.5Ba2Cu3O6.98,tc,21.9,K,Yes,21.9,,
SSC0690379,Y0.5Pr0.5Ba2Cu3O7,tc,28.5,K,Yes,28.5,,
PRB0377476,Y0.5Pr0.5Ba2Cu3O7-Z,tc,33.0,K,Yes,33,,
PR05111848,Y0.5Pr0.5Ba2Cu3O7-d,tc,32.7,K,Yes,32.7,,
L101077001,Y0.5Pr0.5Ba2Cu3O7-z,tc,23.12,K,Yes,23.12,,L101077001
PHC1940076,Y0.5Pr0.5Ba2Cu3OZ,tc,21.9,K,Yes,21.9,,
PHC2560161,Y0.5Pr0.5Ba2Cu3Oz,tc,0.0,K,Yes,0,,
PR05010265,Y0.5Pr0.5Ba2Cu4O8,tc,52.5,K,Yes,52.5,,
PR05108543,Y0.5Pr0.5Sr2Cu2.7Mo0.3O7-d,tc,22.2,K,Yes,22.2,,
JSC1180215,Y0.5Pr0.5Sr2Cu2.85Re0.15O7,tc,26.2,K,Yes,26.2,,
SSC0680239,Y0.5Sc0.5Ba2Cu3O7-Z,tc,83.0,K,Yes,83,,
P063144528,Y0.5Tb0.5Ni2B2C1,tcn,2.0,K,No,,2,
SSC1410519,Y0.5Th0.5Ni1C2,tc,8.3,K,Yes,8.3,,
BOOK1982,Y0.5Th0.5Ru3B2,tc,1.53,K,Yes,1.53,,
PR05913639,Y0.5Yb0.5Ba2Sr0Cu3O7-Z,tc,87.2,K,Yes,87.2,,
PHB2810909,Y0.625La0.375Ba2Cu3O7-z,tc,85.2,K,Yes,85.2,,
JJP0271425,Y0.625Lu0.375Ba2Cu3OX,tc,88.0,K,Yes,88,,
PRL0632516,Y0.65Ca0.15Pr0.2Ba2Cu3O6.95,tc,77.1,K,Yes,77.1,,
SUP0080021,Y0.65Ca0.35Sr2Cu2Ga1O6.94,tcn,10.0,K,No,,10,
SUP0080021,Y0.65Ca0.35Sr2Cu2Ga1O6.99,tc,27.0,K,Yes,27,,
SUP0080021,Y0.65Ca0.35Sr2Cu2Ga1O7,tc,27.0,K,Yes,27,,
SUP0080021,Y0.65Ca0.35Sr2Ga1Cu2O7,tc,27.0,K,Yes,27,,
MMM2420829,Y0.65Dy0.35Ni2B2C1,tc,10.6,K,Yes,10.6,,
PHC3830421,Y0.65Gd0.35Ni2B2C1,tcn,1.8,K,No,,1.8,
1840,Y0.65La0.35B6,tc,4.0,K,Yes,4,,
PR05111848,Y0.65Pr0.2Ca0.15Ba2Cu3O7-d,tc,39.3,K,Yes,39.3,,
PHC2560161,Y0.65Pr0.2Ca0.15Ba2Cu3Oz,tc,72.2,K,Yes,72.2,,
PHB2810909,Y0.65Pr0.35Ba2Cu3O6.6,tc,21.5,K,Yes,21.5,,
PHB2810909,Y0.65Pr0.35Ba2Cu3O6.75,tc,6.3,K,Yes,6.3,,
PHB2810909,Y0.65Pr0.35Ba2Cu3O6.85,tc,16.3,K,Yes,16.3,,
PHB2810909,Y0.65Pr0.35Ba2Cu3O6.95,tc,33.0,K,Yes,33,,
PRB0404517,Y0.65Pr0.35Ba2Cu3O7.01,tc,44.5,K,Yes,44.5,,
PHC3900254,Y0.68Eu0.39Ba1.93Cu2.73Al0.32O7-z,tc,47.5,K,Yes,47.5,,
PR05200071,Y0.68Tb0.32Ba2Cu3O7,tc,91.0,K,Yes,91,,
PHC2520100,Y0.69Ca0.31Ba2Cu3O6,tc,27.7,K,Yes,27.7,,
JJP0260657,Y0.6Ba0.9Cu1OX,tc,88.0,K,Yes,88,,
PRL0632516,Y0.6Ca0.2Pr0.2Ba2Cu3O6.95,tc,72.9,K,Yes,72.9,,
PHC1900255,Y0.6Ca0.2Pr0.2Ba2Cu3O7,tc,67.1,K,Yes,67.1,,
FA1590760,Y0.6Ca0.4Ba1.1La0.9Cu3O7.18,tc,47.0,K,Yes,47,,
FA1590760,Y0.6Ca0.4Ba1.2La0.8Cu3O7.15,tc,67.0,K,Yes,67,,
FA1590760,Y0.6Ca0.4Ba1.3La0.7Cu3O7.12,tc,82.0,K,Yes,82,,
FA1590760,Y0.6Ca0.4Ba1.4La0.6Cu3O7.07,tc,83.0,K,Yes,83,,
FA1590760,Y0.6Ca0.4Ba1.6La0.4Cu3O6.95,tc,82.0,K,Yes,82,,
PR05103250,Y0.6Ca0.4Ba1.6La0.4Cu3O6.96,tc,78.0,K,Yes,78,,
PR05906550,Y0.6Ca0.4Ba1.6La0.4Cu3OZ,tc,83.0,K,Yes,83,,
PHC3130049,Y0.6Ca0.4Ba1.8Nd0.2Cu3OZ,tc,81.5,K,Yes,81.5,,
PHC3980131,Y0.6Ca0.4Ba1.9Nd0.1Cu3Oz,tc,80.3,K,Yes,80.3,,
SUP0080021,Y0.6Ca0.4Sr1.6Ba0.4Cu2Ga1O7,tc,56.0,K,Yes,56,,
SUP0080021,Y0.6Ca0.4Sr1.6Ba0.4Cu2Ga1O7-z,tc,56.0,K,Yes,56,,
SUP0080021,Y0.6Ca0.4Sr1.7Ba0.3Cu2Ga1O7,tc,50.0,K,Yes,50,,
SUP0080021,Y0.6Ca0.4Sr1.7Ba0.3Cu2Ga1O7-z,tc,50.0,K,Yes,50,,
SUP0080021,Y0.6Ca0.4Sr1.8Ba0.2Cu2Ga1O7,tc,68.0,K,Yes,68,,
SUP0080021,Y0.6Ca0.4Sr1.8Ba0.2Cu2Ga1O7-z,tc,45.0,K,Yes,45,,
SUP0080021,Y0.6Ca0.4Sr2Cu2Ga1O0.92,tcn,10.0,K,No,,10,
SUP0080021,Y0.6Ca0.4Sr2Cu2Ga1O7,tc,41.0,K,Yes,41,,
SUP0080021,Y0.6Ca0.4Sr2Ga1Cu2O7,tc,41.0,K,Yes,41,,
SSC0691079,Y0.6Cd0.4Ba2Cu3O7,tc,91.7,K,Yes,91.7,,
PHC1710031,Y0.6Eu0.4Ba2Cu3O7,tc,92.6,K,Yes,92.6,,
PHC2420155,Y0.6Gd0.4Ba2Cu3O7-z,tc,92.0,K,Yes,92,,
PHC3830421,Y0.6Gd0.4Ni2B2C1,tcn,1.8,K,No,,1.8,
LES0670167,Y0.6La0.4B6,tc,4.4,K,Yes,4.4,,
SSC0320937,Y0.6Lu0.4Ir4B4,tc,3.06,K,Yes,3.06,,
SSC0651001,Y0.6Na0.4Ba2Cu3OZ,tc,52.8,K,Yes,52.8,,
PR0445318,Y0.6Pr0.2Ca0.2Ba2Cu3O7-Z,tc,71.2,K,Yes,71.2,,
PR05111848,Y0.6Pr0.2Ca0.2Ba2Cu3O7-d,tc,29.9,K,Yes,29.9,,
PHC2560161,Y0.6Pr0.2Ca0.2Ba2Cu3Oz,tc,66.3,K,Yes,66.3,,
SUP0100507,Y0.6Pr0.2Cd0.2Ba2Cu3O7-Z,tc,49.0,K,Yes,49,,
PR05116444,Y0.6Pr0.4Ba0.2Sr1.8Cu3O7-d,tc,44.0,K,Yes,44,,
PR05116444,Y0.6Pr0.4Ba0.4Sr1.6Cu3O7-d,tc,50.0,K,Yes,50,,
PR05116444,Y0.6Pr0.4Ba0.6Sr1.4Cu3O6.89,tc,49.0,K,Yes,49,,
PR05116444,Y0.6Pr0.4Ba0.8Sr1.2Cu3O6.89,tc,49.0,K,Yes,49,,
PR05116444,Y0.6Pr0.4Ba1.2Sr0.8Cu3O6.89,tc,52.0,K,Yes,52,,
PR05116444,Y0.6Pr0.4Ba1.4Sr0.6Cu3O6.83,tc,45.0,K,Yes,45,,
PR05116444,Y0.6Pr0.4Ba1.6Sr0.4Cu3O6.87,tc,44.0,K,Yes,44,,
PR05116444,Y0.6Pr0.4Ba1.8Sr0.2Cu3O6.85,tc,47.0,K,Yes,47,,
PR05116444,Y0.6Pr0.4Ba1Sr1Cu3O6.89,tc,53.0,K,Yes,53,,
PLA1960263,Y0.6Pr0.4Ba1Sr1Cu3O6.9,tc,60.5,K,Yes,60.5,,
PLA1960263,Y0.6Pr0.4Ba1Sr1Cu3O7-z,tc,52.4,K,Yes,52.4,,
JPS0690170,Y0.6Pr0.4Ba2Cu3O6.45,tcn,4.2,K,No,,4.2,
PHC2630336,Y0.6Pr0.4Ba2Cu3O6.5,tc,14.9,K,Yes,14.9,,
JPS0690170,Y0.6Pr0.4Ba2Cu3O6.53,tc,15.0,K,Yes,15,,
PHB2810909,Y0.6Pr0.4Ba2Cu3O6.6,tc,0.0,K,Yes,0,,
JPS0690170,Y0.6Pr0.4Ba2Cu3O6.61,tc,26.0,K,Yes,26,,
PHC2630336,Y0.6Pr0.4Ba2Cu3O6.65,tc,38.0,K,Yes,38,,
JPS0690170,Y0.6Pr0.4Ba2Cu3O6.66,tc,25.4,K,Yes,25.4,,
SSC0670391,Y0.6Pr0.4Ba2Cu3O6.76,tc,44.3,K,Yes,44.3,,
PHC2630336,Y0.6Pr0.4Ba2Cu3O6.8,tc,33.9,K,Yes,33.9,,
JPS0690170,Y0.6Pr0.4Ba2Cu3O6.85,tc,27.8,K,Yes,27.8,,
PR05116444,Y0.6Pr0.4Ba2Cu3O6.88,tc,47.0,K,Yes,47,,
PRB0404517,Y0.6Pr0.4Ba2Cu3O6.9,tc,32.0,K,Yes,32,,
PR0435430,Y0.6Pr0.4Ba2Cu3O6.95,tc,45.3,K,Yes,45.3,,
PR0426801,Y0.6Pr0.4Ba2Cu3O6.97,tc,40.0,K,Yes,40,,
PHC1910158,Y0.6Pr0.4Ba2Cu3O6.98,tc,45.4,K,Yes,45.4,,
SSC0690379,Y0.6Pr0.4Ba2Cu3O7,tc,48.7,K,Yes,48.7,,
PRB0404453,Y0.6Pr0.4Ba2Cu3O7-Z,tc,49.4,K,Yes,49.4,,
PR05111848,Y0.6Pr0.4Ba2Cu3O7-d,tc,47.0,K,Yes,47,,
P068220506,Y0.6Pr0.4Ba2Cu3O7-z,tc,44.62,K,Yes,44.62,,P068220506
PHC1940076,Y0.6Pr0.4Ba2Cu3OZ,tc,43.3,K,Yes,43.3,,
PHC2560161,Y0.6Pr0.4Ba2Cu3Oz,tc,33.1,K,Yes,33.1,,
PR05001171,Y0.6Pr0.4Ba2Cu4O7.95,tc,63.0,K,Yes,63,,
PR05010265,Y0.6Pr0.4Ba2Cu4O8,tc,60.0,K,Yes,60,,
JSC1180215,Y0.6Pr0.4Cu2.85Re0.15O7,tc,33.9,K,Yes,33.9,,
PHC3640571,Y0.6Pr0.4Ni2B2C1,tcn,4.2,K,No,,4.2,
PR05108543,Y0.6Pr0.4Sr2Cu2.7Mo0.3O7-d,tc,25.9,K,Yes,25.9,,
PHC3020010,Y0.6Pr1.4Ba4Cu7O15-Z,tc,10.0,K,Yes,10,,
MRB0360971,Y0.6Sm0.4Ba2Cu3O7-z,tc,78.0,K,Yes,78,,
P063144528,Y0.6Tb0.4Ni2B2C1,tc,5.04,K,Yes,5.04,,
SSC1410519,Y0.6Th0.4Ni1C2,tc,7.85,K,Yes,7.85,,
LES0190113,Y0.6Th1.4C2.5,tc,14.6,K,Yes,14.6,,
LES0190113,Y0.6Th1.4C2.7,tc,14.4,K,Yes,14.4,,
LES0190113,Y0.6Th1.4C2.9,tc,14.6,K,Yes,14.6,,
SSC0320185,Y0.71Er0.29Rh4B4,tc,10.0,K,Yes,10,,
PHC2520100,Y0.72Ca0.28Ba2Cu3O6,tc,47.5,K,Yes,47.5,,
PR04510609,Y0.72Pr0.28Ba2Cu3O7-Z,tc,60.0,K,Yes,60,,
PHC2130014,Y0.74Ca0.16Sr0.6Ba1.5Cu2.78S0.22O7,tc,77.9,K,Yes,77.9,,
PHC2130014,Y0.74Ca0.16Sr1.1Ba1Cu2.78S0.22O7,tc,75.1,K,Yes,75.1,,
PHC2130014,Y0.74Ca0.16Sr1.6Ba0.5Cu2.78S0.22O7,tc,54.9,K,Yes,54.9,,
PHC2130014,Y0.74Ca0.16Sr2.1Cu2.78S0.22O7,tc,34.9,K,Yes,34.9,,
PHC2520100,Y0.74Ca0.26Ba2Cu3O6,tc,44.7,K,Yes,44.7,,
PHC3900254,Y0.74Eu0.35Ba1.91Cu2.81Al0.3O7-z,tc,59.9,K,Yes,59.9,,
PRB082174513,Y0.74Gd0.26Ni2B2C1,tc,5.935,K,Yes,5.935,,PRB082174513
PRL0632516,Y0.75Ca0.05Pr0.2Ba2Cu3O6.95,tc,76.4,K,Yes,76.4,,
PRL0632516,Y0.75Ca0.1Pr0.15Ba2Cu3O6.95,tc,79.6,K,Yes,79.6,,
PHC3130049,Y0.75Ca0.25Ba1.8Nd0.2Cu3OZ,tc,81.5,K,Yes,81.5,,
PR0428030,Y0.75Ca0.25Ba1.9La0.1Cu4OZ,tc,80.4,K,Yes,80.4,,
PHC3980131,Y0.75Ca0.25Ba1.9Nd0.1Cu3Oz,tc,80.1,K,Yes,80.1,,
PHC1900160,Y0.75Ca0.25Ba2Cu2.75Al0.25O6.86,tc,88.2,K,Yes,88.2,,
PR05906550,Y0.75Ca0.25Ba2Cu2.75Co0.25OZ,tc,85.0,K,Yes,85,,
PHC2430160,Y0.75Ca0.25Ba2Cu2.75Ni0.25O6.77,tc,62.0,K,Yes,62,,
PHC2430160,Y0.75Ca0.25Ba2Cu2.75Zn0.25O6.76,tc,42.0,K,Yes,42,,
PHC2520100,Y0.75Ca0.25Ba2Cu3O6.008,tc,34.85,K,Yes,34.85,,
MMM2420829,Y0.75Dy0.25Ni2B2C1,tc,12.0,K,Yes,12,,
JAC2250586,Y0.75Eu0.25Ba2Cu4O8,tc,78.0,K,Yes,78,,
PSS1890489,Y0.75Gd0.25Ni2B2C1,tc,4.84,K,Yes,4.84,,
JJP0271425,Y0.75Lu0.25Ba2Cu3OX,tc,88.2,K,Yes,88.2,,
PHC3060001,Y0.75Lu0.25Ni2B2C1,tc,14.9,K,Yes,14.9,,
PHC2230051,Y0.75Pr0.15Ca0.1Ba2Cu4O8,tc,76.2,K,Yes,76.2,,
PHC2560161,Y0.75Pr0.1Ca0.15Ba2Cu3Oz,tc,70.8,K,Yes,70.8,,
PHC3830048,Y0.75Pr0.25Ba2Cu3O7-z,tc,72.0,K,Yes,72,,
PHC3640571,Y0.75Pr0.25Ni2B2C1,tc,7.7,K,Yes,7.7,,
PR0445318,Y0.75Pr0.2Ca0.05Ba2Cu3O7-Z,tc,73.6,K,Yes,73.6,,
PR05111848,Y0.75Pr0.2Ca0.05Ba2Cu3O7-d,tc,60.2,K,Yes,60.2,,
PHC2560161,Y0.75Pr0.2Ca0.05Ba2Cu3Oz,tc,72.7,K,Yes,72.7,,
SSC0680239,Y0.75Sc0.25Ba2Cu3O7-Z,tc,87.0,K,Yes,87,,
P063144528,Y0.75Tb0.25Ni2B2C1,tc,10.02,K,Yes,10.02,,
PHC1740383,Y0.775Ba1.925Ca0.3Cu3Oz,tc,81.0,K,Yes,81,,
PRL0632516,Y0.77Ca0.08Pr0.15Ba2Cu3O6.95,tc,81.7,K,Yes,81.7,,
PHC2520100,Y0.77Ca0.23Ba2Cu3O6,tc,25.15,K,Yes,25.15,,
PHC3830421,Y0.77Gd0.23Ni2B2C1,tc,4.2,K,Yes,4.2,,
PHC3830421,Y0.78Gd0.22Ni2B2C1,tc,7.4,K,Yes,7.4,,
PRB082174513,Y0.79Gd0.21Ni2B2C1,tc,7.81,K,Yes,7.81,,PRB082174513
PRL0632516,Y0.7Ca0.15Pr0.15Ba2Cu3O6.95,tc,77.6,K,Yes,77.6,,
PRL0632516,Y0.7Ca0.1Pr0.2Ba2Cu3O6.95,tc,77.1,K,Yes,77.1,,
FA1590760,Y0.7Ca0.3Ba1.3La0.7Cu3O7.16,tc,73.0,K,Yes,73,,
FA1590760,Y0.7Ca0.3Ba1.4La0.6Cu3O7.12,tc,82.0,K,Yes,82,,
FA1590760,Y0.7Ca0.3Ba1.7La0.3Cu3O6.92,tc,82.0,K,Yes,82,,
PR05103250,Y0.7Ca0.3Ba1.7La0.3Cu3O6.96,tc,78.0,K,Yes,78,,
PR05906550,Y0.7Ca0.3Ba1.7La0.3Cu3OZ,tc,84.5,K,Yes,84.5,,
PHC3130049,Y0.7Ca0.3Ba1.8Nd0.2Cu3OZ,tc,78.7,K,Yes,78.7,,
PHC3980131,Y0.7Ca0.3Ba1.9Nd0.1Cu3Oz,tc,80.6,K,Yes,80.6,,
PHC2430160,Y0.7Ca0.3Ba1Cu2.7Zn0.3O7-z,tc,45.0,K,Yes,45,,
PHC2200373,Y0.7Ca0.3Ba1Sr1Cu2.8P0.2O0.8+z,tc,68.0,K,Yes,68,,
PR05906550,Y0.7Ca0.3Ba2Cu2.7Co0.3OZ,tc,83.0,K,Yes,83,,
PHC2430160,Y0.7Ca0.3Ba2Cu2.7Ni0.3O7-z,tc,65.0,K,Yes,65,,
PHC3630080,Y0.7Ca0.3Ba2Cu3O6.12,tc,35.0,K,Yes,35,,
PR0476054,Y0.7Ca0.3Ba2Cu3O6.78,tc,78.0,K,Yes,78,,
PR05108582,Y0.7Ca0.3Ba2Cu3O6.87,tc,88.7,K,Yes,88.7,,
PHC1670102,Y0.7Ca0.3Ba2Cu4O8,tc,90.0,K,Yes,90,,
PR05609021,Y0.7Ca0.3C2,tc,2.4,K,Yes,2.4,,
PHC2430252,Y0.7Ca0.3Sr1.5Ba0.5Cu2.8Cr0.2O7,tc,41.0,K,Yes,41,,
PHC2310109,Y0.7Ca0.3Sr2Cu2.5Se0.5O7-z,tc,45.0,K,Yes,45,,
PHC2200373,Y0.7Ca0.3Sr2Cu2.8P0.2O0.8+z,tc,37.0,K,Yes,37,,
PR0487636,Y0.7Ca0.3Ti1O3,tcn,1.2,K,No,,1.2,
SSC0691079,Y0.7Cd0.3Ba2Cu3O7,tc,92.8,K,Yes,92.8,,
SSC0651339,Y0.7Gd0.3Ba2Cu3OZ,tc,93.0,K,Yes,93,,
SSC0320929,Y0.7Gd0.3Rh4B4,tc,3.54,K,Yes,3.54,,
SSC0651001,Y0.7Na0.3Ba2Cu3OZ,tc,81.8,K,Yes,81.8,,
PHC3870411,Y0.7Pr0.15Ca0.15Ba2Cu3O7-z,tc,75.8,K,Yes,75.8,,
PHC2560161,Y0.7Pr0.1Ca0.2Ba2Cu3Oz,tc,64.0,K,Yes,64,,
PR0445318,Y0.7Pr0.2Ca0.1Ba2Cu3O7-Z,tc,77.8,K,Yes,77.8,,
