paper,material,property_name,property_value,property_unit,definition
Paper_12,PbBi2Te4,target material,10,GPa,"Science and Technology of Advanced Materials ISSN: 1468-6996 (Print) 1878-5514 (Online) Journal homepage: www.tandfonline.com/journals/tsta20 Data-driven exploration of new pressure-induced superconductivity in PbBi2Te4 Ryo Matsumoto, Zhufeng Hou, Masanori Nagao, Shintaro Adachi, Hiroshi A pressure-induced superconductivity with clear zero resistance was observed under 10 GPa. This critical pressure of the superconductivity is almost half of 20.2 GPa in SnBi2Se4."
Paper_12,SnBi2Se4,target material,20.2,GPa,"Science and Technology of Advanced Materials ISSN: 1468-6996 (Print) 1878-5514 (Online) Journal homepage: www.tandfonline.com/journals/tsta20 Data-driven exploration of new pressure-induced superconductivity in PbBi2Te4 Ryo Matsumoto, Zhufeng Hou, Masanori Nagao, Shintaro Adachi, Hiroshi A pressure-induced superconductivity with clear zero resistance was observed under 10 GPa. This critical pressure of the superconductivity is almost half of 20.2 GPa in SnBi2Se4."
Paper_12,PbBi2Te4,target material,3.4,K,"Science and Technology of Advanced Materials ISSN: 1468-6996 (Print) 1878-5514 (Online) Journal homepage: www.tandfonline.com/journals/tsta20 Data-driven exploration of new pressure-induced superconductivity in PbBi2Te4 Ryo Matsumoto, Zhufeng Hou, Masanori Nagao, Shintaro Adachi, Hiroshi The Tc onset was enhanced from 3.4 K under 13.3 GPa to 8.1 K under 18.0 GPa. In the higher pressure region, the maxi- mum Tc onset and Tc zero were 8.4 K and 7.9 K under 21.7 GPa, respectively."
Paper_12,PbBi2Te4,target material,~10,GPa,"Science and Technology of Advanced Materials ISSN: 1468-6996 (Print) 1878-5514 (Online) Journal homepage: www.tandfonline.com/journals/tsta20 Data-driven exploration of new pressure-induced superconductivity in PbBi2Te4 Ryo Matsumoto, Zhufeng Hou, Masanori Nagao, Shintaro Adachi, Hiroshi Indeed, the tendency of the Tc increases is quite similar to that of SnBi2Se4 [6]. Both the critical pressures for the lower and higher Tc phases under ~10 GPa and ~20 GPa in PbBi2Te4 are almost half of ~20 GPa and ~40 GPa in the SnBi2Se4, respectively, due to the band gap diﬀerence."
Paper_12,PbBi2Te4,target material,13.3,GPa,"Science and Technology of Advanced Materials ISSN: 1468-6996 (Print) 1878-5514 (Online) Journal homepage: www.tandfonline.com/journals/tsta20 Data-driven exploration of new pressure-induced superconductivity in PbBi2Te4 Ryo Matsumoto, Zhufeng Hou, Masanori Nagao, Shintaro Adachi, Hiroshi Temperature dependence of resistance of PbBi2Te4 in speciﬁed magnetic ﬁeld, under pressure of (a) 13.3 GPa or (b) 21.7 GPa. (c) Temperature dependence of Hc2 //ab values at 13.3 GPa and 21.7 GPa."
Paper_12,PbBi2Te4,target material,10.0,GPa,"Science and Technology of Advanced Materials ISSN: 1468-6996 (Print) 1878-5514 (Online) Journal homepage: www.tandfonline.com/journals/tsta20 Data-driven exploration of new pressure-induced superconductivity in PbBi2Te4 Ryo Matsumoto, Zhufeng Hou, Masanori Nagao, Shintaro Adachi, Hiroshi Figure 9 shows a resistance-pressure phase dia- gram of PbBi2Te4 single crystal. After that, the ﬁrst superconducting phase was newly discovered under 10.0 GPa."
Paper_13,YBCO,target material,1,T,"PHYSICAL REVIEW B VOLUME 50, NUMBER 2 1 JULY 1994-II Frequency dependence 6 about f at high frequency is due to frequency- dependent interaction with the package of the resonator. Thus, in magnetic fields ) 1 T, the measured losses are due en- tirely to dissipation in the YBCO film."
Paper_15,La2CuO4,target material,20–25,K,"Thermal conductivity of lightly Sr- and Zn-doped La2CuO4 single crystals X. F. Sun,* J. Takeya, Seiki Komiya, and Yoichi Ando† Central Research Institute of Electric Power Industry, Komae, Tokyo 201-8511, Japan ~Received 20 May 2002; revised manuscript received 11 September 2002; published 4 March 2003! Both ab-plane and c-axis thermal conductivities (kab and kc) of lightly doped La22xSrxCuO4 ~LSCO! and Since the nonuniform charge distribution is expected to in- duce variations of the local crystal structure,1,4 which disturb phonons, the phonon heat transport is expected to be a good tool capable of detecting the inﬂuence of stripes even in the charge-localized region. insulating compound La2CuO4 shows predominant phonon transport at low temperatures, which is manifested in a large phonon peak at 20–25 K in the temperature dependence of both ab-plane and c-axis thermal conductivities (kab and kc);18 such phonon peak disappears in Sr-doped La22xSrxCuO4 ~LSCO!"
Paper_15,La2CuO4,target material,27,W/Km,"Thermal conductivity of lightly Sr- and Zn-doped La2CuO4 single crystals X. F. Sun,* J. Takeya, Seiki Komiya, and Yoichi Ando† Central Research Institute of Electric Power Industry, Komae, Tokyo 201-8511, Japan ~Received 20 May 2002; revised manuscript received 11 September 2002; published 4 March 2003! Both ab-plane and c-axis thermal conductivities (kab and kc) of lightly doped La22xSrxCuO4 ~LSCO! and The heat conduction due to magnetic excitations has been observed in many low-dimensional quantum anti- ferromagnets, such as one-dimensional spin systems CuGeO3,21,23,25 Sr2CuO3,26 SrCuO2,27 and (Sr,Ca)14Cu24O41 ,28 and also the two-dimensional antiferro- magnet K2V3O8.29 The absence of this high-T peak in kc(T) is obviously due to the much weaker magnetic correlations in the c direction compared to that in the CuO2 plane. All these behaviors in undoped La2CuO4 are consistent with the pre- viously reported data.18 It is worthwhile to note that the phononic peak value of kc ~27 W/Km!"
Paper_15,La1.96Sr0.04CuO4,target material,0.25,W/Km,"Thermal conductivity of lightly Sr- and Zn-doped La2CuO4 single crystals X. F. Sun,* J. Takeya, Seiki Komiya, and Yoichi Ando† Central Research Institute of Electric Power Industry, Komae, Tokyo 201-8511, Japan ~Received 20 May 2002; revised manuscript received 11 September 2002; published 4 March 2003! Both ab-plane and c-axis thermal conductivities (kab and kc) of lightly doped La22xSrxCuO4 ~LSCO! and It should be noted that those peculiar differences between Sr and Zn dopings cannot be due to the additional electronic thermal conductivity in the Sr-doped samples: The electronic thermal conductivity ke can roughly be estimated by the Wiedemann-Franz law ke5L0T/r, where r is the electrical resistivity and L0 is the Lorenz number ~which can be approximated by the Sommerfeld value, 2.4431028 WV/K2). Using the resistivity data for our crystals,32 the contribution ke,ab for La1.96Sr0.04CuO4 can be estimated to be smaller than 0.25 W/Km in the whole temperature region @dashed line in Fig."
Paper_2,β-IrSn4,target material,0.9,K,"Journal of Physics: Condensed Matter PAPER Observation of superconductivity in the Matter 25 (2013) 155701 (8pp) doi:10.1088/0953-8984/25/15/155701 Observation of superconductivity in the intermetallic compound β-IrSn4 Vinh Hung Tran, Zbigniew Bukowski, Piotr Wi´sniewski, Lan Maria Tran and Andrzej J Zaleski Institute of Low Temperature and Structure Research, Polish Academy of Sciences, PO Box 1410, 50-950 Wrocław, Poland E-mail: V.H.Tran@int.pan.wroc.pl Received 4 January 2013, in ﬁnal form 18 February 2013 Published 25 March 2013 Online at stacks.iop.org/JPhysCM/25/155701 Abstract Low-temperature dc-magnetization, ac electrical resistivity and speciﬁc heat measurements were performed on single crystals of the intermetallic compound β-IrSn4. The compound crystallizes in the tetragonal MoSn4-type structure (space group I41/acd) and exhibits superconductivity below Tc = 0.9 ± 0.05 K. Further, the magnitude of the ratios 1Cp/(γnkBTc) = 1.29, 21/(kBTc) = 3.55 and of the electron–phonon coupling λe−ph = 0.5 imply that superconductivity in β-IrSn4 can be ascribed to a s-wave weak coupling regime."
Paper_2,Ir,target material,99.99,%,Journal of Physics: Condensed Matter PAPER Observation of superconductivity in the Single crystal growth and crystallographic characterization Single crystals of β-IrSn4 were grown by the self-ﬂux method. A mixture of high-quality elemental metals Ir (purity 99.99%) and Sn (at.
Paper_2,β-IrSn4,target material,3,J,"Journal of Physics: Condensed Matter PAPER Observation of superconductivity in the The observation of the ρ ∝T2 dependence and a relatively large A coefﬁcient are symptomatic of strong electron–electron interactions in the Fermi-liquid state of β-IrSn4. At higher temperatures, a curvature of the resistivity suggests to analyze it in terms of 3 J."
Paper_2,β-IrSn4,target material,0.94,K,"Journal of Physics: Condensed Matter PAPER Observation of superconductivity in the A similar behavior has been observed in the type-I superconductors (Sc, Lu)Ga3 [4] and LaRhSi3 [7], thus strongly supporting a type-I superconductivity in β-IrSn4. Second, perhaps most surprisingly, the critical temperature increases a little, up to 0.94 K, on the application of a ﬁeld of 1.5 mT."
Paper_2,β-IrSn4,target material,0.9,K,Journal of Physics: Condensed Matter PAPER Observation of superconductivity in the For µ0Hc c = 8.1 mT this results as ξab = 206 nm. Discussion and conclusions The ﬁrst picture which emerges from our measurements on single crystals of β-IrSn4 is that this binary intermetallic compound becomes superconducting below 0.9 ± 0.05 K. The zero-ﬁeld data listed in table 1 are in accordance with the conventional s-wave singlet pairing mechanism and would also provide a hint of either the type-I or type-II/1 superconductivity with a weak electron–phonon coupling.
Paper_2,β-IrSn4,target material,0.9,K,"Journal of Physics: Condensed Matter PAPER Observation of superconductivity in the Thermodynamic parameters of the superconductor β-IrSn4: critical temperature Tc, critical ﬁeld µ0Hc0(0), electron–phonon coupling constant ¯λe–ph, Maki parameter αM, electronic heat coefﬁcient γn, lattice heat coefﬁcient β, speciﬁc heat jump 1Cp/γnTc, superconducting energy gap ratio 210/kBTc, Fermi wavevector kF, effective masses of superconducting carriers m∗. Tc (K) 0.9 ± 0.05 µ0Hc0(0) (mT) 5.8 ± 0.1 αM 5.3 × 10−3 ¯λe–ph 0.5 ± 0.05 γn (mJ mol−1 K−2) 5.2 ± 0.2 β (mJ mol−1 K−4) 0.91 ± 0.15 1Cp/γnTc 1.3 ± 0.1 210/kBTc 3.55 ± 0.05 kF (×109 m−1) 4.7 ± 0.5 m∗(me) 3.1 ± 0.3 Fermi surface is expected."
Paper_2,AuSn4,target material,2.4,K,"Journal of Physics: Condensed Matter PAPER Observation of superconductivity in the Thus, we are dealing with the fact that both RKW and the effective mass of ∼3 me are enhanced in β-IrSn4. Finally, an interesting outcome is obtained from comparison of the studied compound with the intermetallic compound AuSn4, which was previously reported to undergo a superconducting transition at Tc = 2.4 K [26, 27]."
Paper_2,β-IrSn4,target material,0.9 ± 0.05,K,"Journal of Physics: Condensed Matter PAPER Observation of superconductivity in the To summarize, we have grown single crystals of inter- metallic compound β-IrSn4, crystallizing in the tetragonal MoSn4-type structure. We found a superconducting transition Tc(0T) = 0.9 ± 0.05 K and an upper critical magnetic ﬁeld µ0Hc2(0) ∼8 mT."
Paper_3,TMCs,target material,10,µm,"ARTICLES PUBLISHED ONLINE: 17 AUGUST 2015 | DOI: 10.1038/NMAT4374 Large-area high-quality 2D ultrathin Mo2C superconducting crystals Chuan Xu1†, Libin Wang2†, Zhibo Liu1, Long Chen1, Jingkun Guo2, Ning Kang2*, Xiu-Liang Ma1, However, the 2D TMCs obtained so far are chemically functionalized, defective nanosheets having maximum lateral dimensions of ∼10 µm. Here we report the fabrication of large-area high-quality 2D ultrathin α-Mo2C crystals by chemical vapour deposition (CVD)."
Paper_3,α-Mo2C,target material,100,µm,"ARTICLES PUBLISHED ONLINE: 17 AUGUST 2015 | DOI: 10.1038/NMAT4374 Large-area high-quality 2D ultrathin Mo2C superconducting crystals Chuan Xu1†, Libin Wang2†, Zhibo Liu1, Long Chen1, Jingkun Guo2, Ning Kang2*, Xiu-Liang Ma1, Like other 2D crystals such as graphene, the lack of large-area high-quality 2D TMC crystals has hindered studies of their intrinsic properties. Here we develop a chemical vapour deposition (CVD) process, with methane as the carbon source and a Cu foil sitting on a Mo foil as the substrate at a temperature above 1,085 ◦C, to grow high-quality 2D ultrathin α-Mo2C crystals a few nanometres in thickness with lateral sizes of over 100 µm (see Methods)."
Paper_3,α-Mo2C,target material,10,µm,"ARTICLES PUBLISHED ONLINE: 17 AUGUST 2015 | DOI: 10.1038/NMAT4374 Large-area high-quality 2D ultrathin Mo2C superconducting crystals Chuan Xu1†, Libin Wang2†, Zhibo Liu1, Long Chen1, Jingkun Guo2, Ning Kang2*, Xiu-Liang Ma1, Their nucleation density increases with growth temperature, and their lateral size increases with growth time (Supplementary Figs 3 and 4). We have fabricated ∼10 µm-sized ultrathin α-Mo2C crystals with a uniform thickness of ∼3 nm in a growth time of 3 min at a temperature of 1,092 ◦C (Supplementary Fig."
Paper_3,α-Mo2C,target material,100,µm,"ARTICLES PUBLISHED ONLINE: 17 AUGUST 2015 | DOI: 10.1038/NMAT4374 Large-area high-quality 2D ultrathin Mo2C superconducting crystals Chuan Xu1†, Libin Wang2†, Zhibo Liu1, Long Chen1, Jingkun Guo2, Ning Kang2*, Xiu-Liang Ma1, a, Typical optical image of ultrathin α-Mo2C crystals on a Cu/Mo substrate, showing diﬀerent regular shapes. b, Octagonal ultrathin α-Mo2C crystal with a size of ∼100 µm."
Paper_3,α-Mo2C,target material,100,µm,"ARTICLES PUBLISHED ONLINE: 17 AUGUST 2015 | DOI: 10.1038/NMAT4374 Large-area high-quality 2D ultrathin Mo2C superconducting crystals Chuan Xu1†, Libin Wang2†, Zhibo Liu1, Long Chen1, Jingkun Guo2, Ning Kang2*, Xiu-Liang Ma1, b, Octagonal ultrathin α-Mo2C crystal with a size of ∼100 µm. c–e, Optical images of hexagonal ultrathin α-Mo2C crystals with thicknesses of 6.7 nm (c), 8.2 nm (d) and 11.2 nm (e) transferred onto a 290-nm-thick SiO2/Si substrate, showing diﬀerent colours depending on thickness."
Paper_3,SiO2/Si,target material,290,nm,"ARTICLES PUBLISHED ONLINE: 17 AUGUST 2015 | DOI: 10.1038/NMAT4374 Large-area high-quality 2D ultrathin Mo2C superconducting crystals Chuan Xu1†, Libin Wang2†, Zhibo Liu1, Long Chen1, Jingkun Guo2, Ning Kang2*, Xiu-Liang Ma1, b, Octagonal ultrathin α-Mo2C crystal with a size of ∼100 µm. c–e, Optical images of hexagonal ultrathin α-Mo2C crystals with thicknesses of 6.7 nm (c), 8.2 nm (d) and 11.2 nm (e) transferred onto a 290-nm-thick SiO2/Si substrate, showing diﬀerent colours depending on thickness."
Paper_3,α-Mo2C,target material,1090,°C,"ARTICLES PUBLISHED ONLINE: 17 AUGUST 2015 | DOI: 10.1038/NMAT4374 Large-area high-quality 2D ultrathin Mo2C superconducting crystals Chuan Xu1†, Libin Wang2†, Zhibo Liu1, Long Chen1, Jingkun Guo2, Ning Kang2*, Xiu-Liang Ma1, f–h, AFM images of the hexagonal ultrathin α-Mo2C crystals in c–e, respectively (their height proﬁles are shown in Supplementary Fig. Figure 1a shows ultrathin α-Mo2C crystals fabricated at 1,090 ◦C with a growth time of 5 min."
Paper_3,α-Mo2C,target material,"6, 11",nm,"ARTICLES PUBLISHED ONLINE: 17 AUGUST 2015 | DOI: 10.1038/NMAT4374 Large-area high-quality 2D ultrathin Mo2C superconducting crystals Chuan Xu1†, Libin Wang2†, Zhibo Liu1, Long Chen1, Jingkun Guo2, Ning Kang2*, Xiu-Liang Ma1, 1b and Supplementary Fig. Figure 1c–e and f–h, respectively, show typical optical and atomic force microscope (AFM) images of three hexagonal ultrathin α-Mo2C crystals with thicknesses ranging from ∼6 to ∼11 nm (Supplementary Fig."
Paper_3,α-Mo2C,target material,10,nm−1,"ARTICLES PUBLISHED ONLINE: 17 AUGUST 2015 | DOI: 10.1038/NMAT4374 Large-area high-quality 2D ultrathin Mo2C superconducting crystals Chuan Xu1†, Libin Wang2†, Zhibo Liu1, Long Chen1, Jingkun Guo2, Ning Kang2*, Xiu-Liang Ma1, 11) and convergent beam ED 1136 NATURE MATERIALS | VOL 14 | NOVEMBER 2015 | www.nature.com/naturematerials © 2015 Macmillan Publishers Limited. All rights reserved NATURE MATERIALS DOI: 10.1038/NMAT4374 ARTICLES 10 nm−1 40.83 nm−1 002 040 [100] a c e f b g h d 2 µm 2 nm 1 nm 2 nm Figure 2 | Characterization of 2D ultrathin α-Mo2C crystals."
Paper_3,Mo2C,target material,40.83,nm−1,"ARTICLES PUBLISHED ONLINE: 17 AUGUST 2015 | DOI: 10.1038/NMAT4374 Large-area high-quality 2D ultrathin Mo2C superconducting crystals Chuan Xu1†, Libin Wang2†, Zhibo Liu1, Long Chen1, Jingkun Guo2, Ning Kang2*, Xiu-Liang Ma1, e, SAED pattern along the [100] zone axis. f, CBED pattern along the [100] zone axis, showing the radius of the ﬁrst-order Laue ring of 40.83 nm−1."
Paper_3,Mo2C,target material,5.98,Å,"ARTICLES PUBLISHED ONLINE: 17 AUGUST 2015 | DOI: 10.1038/NMAT4374 Large-area high-quality 2D ultrathin Mo2C superconducting crystals Chuan Xu1†, Libin Wang2†, Zhibo Liu1, Long Chen1, Jingkun Guo2, Ning Kang2*, Xiu-Liang Ma1, The derived lattice parameters of the crystal from SAED patterns are b = 5.98 Å and c = 5.21 Å. 2f) to be 4.77 Å according to r2 + (λ−1 −a−1)2 = λ−2, where λ=0.00251 nm is the electron wavelength in a 200 kV TEM, and r = 40.83 nm−1 is the radius of the first-order Laue ring."
Paper_3,α-Mo2C,target material,2.1,T,"ARTICLES PUBLISHED ONLINE: 17 AUGUST 2015 | DOI: 10.1038/NMAT4374 Large-area high-quality 2D ultrathin Mo2C superconducting crystals Chuan Xu1†, Libin Wang2†, Zhibo Liu1, Long Chen1, Jingkun Guo2, Ning Kang2*, Xiu-Liang Ma1, As the 2D limit is approached, it is well known that the upper critical field in a parallel field configuration NATURE MATERIALS | VOL 14 | NOVEMBER 2015 | www.nature.com/naturematerials 1137 © 2015 Macmillan Publishers Limited. All rights reserved ARTICLES NATURE MATERIALS DOI: 10.1038/NMAT4374 0 ° −20 2 4 6 8 10 0 5 10 15 20 1.50 T 1.00 T 0.95 T 0.90 T 0.85 T 0.80 T 0.75 T 0.70 T 0.65 T 0.60 T 0.55 T 0.50 T 0.45 T 0.40 T 0.21 T 0.15 T 0.09 T 0.03 T 0.00 T 0 1 2 3 5 10 20 30 40 60 90 0 10 20 30 a b c d Rs (Ω −1) 2 3 4 5 0 0 20 40 60 80 2 4 6 8 T (K) 0H (T) 0 1.8 2.1 2.4 2.7 3.0 3.3 2 4 6 8 0Hc2,|| μ 10 0Hc2,⊥ (×10) T (K) B I Rs (Ω −1) μ 0Hc2 (T) μ μ 0Hc2 (T) μ (°) θ θ θ Figure 3 | 2D superconducting characteristics of ultrathin α-Mo2C crystals."
