sentence,passage,doi
"The approach to the T-linear dependence from the T-square-like one near 300 K may be explained in terms of antiferromagnetic spin scattering using Fermi-liquid theo- ries as well as that for 2D high-Tc cuprates.63–65 According to the self-consistent renormalization theory, the r(T) is pro- portional to ;xQ5pT2;T2/(T1T)5T/T1 ~xQ is a staggered susceptibility, T1 is a nuclear spin-lattice relaxation time!.","Structural and electrical properties under high pressure for the superconducting spin-ladder system Sr0.4Ca13.6Cu24O411d M. Isobe, T. Ohta, M. Onoda, F. Izumi, S. Nakano, J. Q. Li,* Y. Matsui, and E. Takayama-Muromachi National Institute for Research in Inorganic Materials (NIRIM), 1-1 Namiki, Tsukuba, Ibaraki 305 Japan T. Matsumoto have proposed the normal Fermi-liquid state for the present system under high pressure where superconduc- tivity is realized.40 Our data at 5 GPa seems to, roughly speaking, obey the T-square law, as well. The approach to the T-linear dependence from the T-square-like one near 300 K may be explained in terms of antiferromagnetic spin scattering using Fermi-liquid theo- ries as well as that for 2D high-Tc cuprates.63–65 According to the self-consistent renormalization theory, the r(T) is pro- portional to ;xQ5pT2;T2/(T1T)5T/T1 ~xQ is a staggered susceptibility, T1 is a nuclear spin-lattice relaxation time!.",Paper_6
"Since T1 approaches to be constant with increasing temperature,66 r(T) is proportional to T at the high- temperature limit.","Structural and electrical properties under high pressure for the superconducting spin-ladder system Sr0.4Ca13.6Cu24O411d M. Isobe, T. Ohta, M. Onoda, F. Izumi, S. Nakano, J. Q. Li,* Y. Matsui, and E. Takayama-Muromachi National Institute for Research in Inorganic Materials (NIRIM), 1-1 Namiki, Tsukuba, Ibaraki 305 Japan T. Matsumoto The approach to the T-linear dependence from the T-square-like one near 300 K may be explained in terms of antiferromagnetic spin scattering using Fermi-liquid theo- ries as well as that for 2D high-Tc cuprates.63–65 According to the self-consistent renormalization theory, the r(T) is pro- portional to ;xQ5pT2;T2/(T1T)5T/T1 ~xQ is a staggered susceptibility, T1 is a nuclear spin-lattice relaxation time!. Since T1 approaches to be constant with increasing temperature,66 r(T) is proportional to T at the high- temperature limit.",Paper_6
The exponent approaches to 1 from 2 as pressure in- creases.,"Structural and electrical properties under high pressure for the superconducting spin-ladder system Sr0.4Ca13.6Cu24O411d M. Isobe, T. Ohta, M. Onoda, F. Izumi, S. Nakano, J. Q. Li,* Y. Matsui, and E. Takayama-Muromachi National Institute for Research in Inorganic Materials (NIRIM), 1-1 Namiki, Tsukuba, Ibaraki 305 Japan T. Matsumoto Since T1 approaches to be constant with increasing temperature,66 r(T) is proportional to T at the high- temperature limit. The exponent approaches to 1 from 2 as pressure in- creases.",Paper_6
"These are completely different from the tendency often observed in 2D high-Tc cuprates, in which the varia- tion of resistivity changes gradually from T-linear to T-square-like with increasing carrier density, resulting in suppression of superconductivity.67 Simple comparison of the present system with the 2D high-Tc cuprates seems dif- ﬁcult and suppression of superconductivity above 5 GPa is still open to question.","Structural and electrical properties under high pressure for the superconducting spin-ladder system Sr0.4Ca13.6Cu24O411d M. Isobe, T. Ohta, M. Onoda, F. Izumi, S. Nakano, J. Q. Li,* Y. Matsui, and E. Takayama-Muromachi National Institute for Research in Inorganic Materials (NIRIM), 1-1 Namiki, Tsukuba, Ibaraki 305 Japan T. Matsumoto The exponent approaches to 1 from 2 as pressure in- creases. These are completely different from the tendency often observed in 2D high-Tc cuprates, in which the varia- tion of resistivity changes gradually from T-linear to T-square-like with increasing carrier density, resulting in suppression of superconductivity.67 Simple comparison of the present system with the 2D high-Tc cuprates seems dif- ﬁcult and suppression of superconductivity above 5 GPa is still open to question.",Paper_6
V. CONCLUSIONS We studied the x-ray diffraction and electrical resistivity in a composite crystal Sr0.4Ca13.6Cu24O411d under high pres- sure and low temperature to discuss the nature of the elec- tronic state and pressure-induced superconductivity from crystallographic aspects.,"Structural and electrical properties under high pressure for the superconducting spin-ladder system Sr0.4Ca13.6Cu24O411d M. Isobe, T. Ohta, M. Onoda, F. Izumi, S. Nakano, J. Q. Li,* Y. Matsui, and E. Takayama-Muromachi National Institute for Research in Inorganic Materials (NIRIM), 1-1 Namiki, Tsukuba, Ibaraki 305 Japan T. Matsumoto These are completely different from the tendency often observed in 2D high-Tc cuprates, in which the varia- tion of resistivity changes gradually from T-linear to T-square-like with increasing carrier density, resulting in suppression of superconductivity.67 Simple comparison of the present system with the 2D high-Tc cuprates seems dif- ﬁcult and suppression of superconductivity above 5 GPa is still open to question. V. CONCLUSIONS We studied the x-ray diffraction and electrical resistivity in a composite crystal Sr0.4Ca13.6Cu24O411d under high pres- sure and low temperature to discuss the nature of the elec- tronic state and pressure-induced superconductivity from crystallographic aspects.",Paper_6
The Sr0.4Ca13.6Cu24O411d phase sur- vives at least for P<9 GPa and T>7 K indicating that it is responsible for superconductivity observed only under high pressure.,"Structural and electrical properties under high pressure for the superconducting spin-ladder system Sr0.4Ca13.6Cu24O411d M. Isobe, T. Ohta, M. Onoda, F. Izumi, S. Nakano, J. Q. Li,* Y. Matsui, and E. Takayama-Muromachi National Institute for Research in Inorganic Materials (NIRIM), 1-1 Namiki, Tsukuba, Ibaraki 305 Japan T. Matsumoto V. CONCLUSIONS We studied the x-ray diffraction and electrical resistivity in a composite crystal Sr0.4Ca13.6Cu24O411d under high pres- sure and low temperature to discuss the nature of the elec- tronic state and pressure-induced superconductivity from crystallographic aspects. The Sr0.4Ca13.6Cu24O411d phase sur- vives at least for P<9 GPa and T>7 K indicating that it is responsible for superconductivity observed only under high pressure.",Paper_6
High pressure and the Ca substitution lead to en- hancement of the interaction between the Cu2O3 ladder and the 1D CuO2 chain through shrinkage of the intersheet dis- tance.,"Structural and electrical properties under high pressure for the superconducting spin-ladder system Sr0.4Ca13.6Cu24O411d M. Isobe, T. Ohta, M. Onoda, F. Izumi, S. Nakano, J. Q. Li,* Y. Matsui, and E. Takayama-Muromachi National Institute for Research in Inorganic Materials (NIRIM), 1-1 Namiki, Tsukuba, Ibaraki 305 Japan T. Matsumoto The Sr0.4Ca13.6Cu24O411d phase sur- vives at least for P<9 GPa and T>7 K indicating that it is responsible for superconductivity observed only under high pressure. High pressure and the Ca substitution lead to en- hancement of the interaction between the Cu2O3 ladder and the 1D CuO2 chain through shrinkage of the intersheet dis- tance.",Paper_6
Holes are doped into ladders from 1D chains via lo- cally formed Culadder 3d and Ochain 2p hybrid orbitals.,"Structural and electrical properties under high pressure for the superconducting spin-ladder system Sr0.4Ca13.6Cu24O411d M. Isobe, T. Ohta, M. Onoda, F. Izumi, S. Nakano, J. Q. Li,* Y. Matsui, and E. Takayama-Muromachi National Institute for Research in Inorganic Materials (NIRIM), 1-1 Namiki, Tsukuba, Ibaraki 305 Japan T. Matsumoto High pressure and the Ca substitution lead to en- hancement of the interaction between the Cu2O3 ladder and the 1D CuO2 chain through shrinkage of the intersheet dis- tance. Holes are doped into ladders from 1D chains via lo- cally formed Culadder 3d and Ochain 2p hybrid orbitals.",Paper_6
"The r-T curves in the normal state above 5 GPa obey a power law of tem- perature in the wide range of temperature between 7 and over 200 K, suggesting that carriers are mainly scattered by spin ﬂuctuation as well as in 2D high-Tc cuprates.","Structural and electrical properties under high pressure for the superconducting spin-ladder system Sr0.4Ca13.6Cu24O411d M. Isobe, T. Ohta, M. Onoda, F. Izumi, S. Nakano, J. Q. Li,* Y. Matsui, and E. Takayama-Muromachi National Institute for Research in Inorganic Materials (NIRIM), 1-1 Namiki, Tsukuba, Ibaraki 305 Japan T. Matsumoto Holes are doped into ladders from 1D chains via lo- cally formed Culadder 3d and Ochain 2p hybrid orbitals. The r-T curves in the normal state above 5 GPa obey a power law of tem- perature in the wide range of temperature between 7 and over 200 K, suggesting that carriers are mainly scattered by spin ﬂuctuation as well as in 2D high-Tc cuprates.",Paper_6
"Tc increases up to ;13 K at 5 GPa, and then is suppressed in the metallic state above 5 GPa.","Structural and electrical properties under high pressure for the superconducting spin-ladder system Sr0.4Ca13.6Cu24O411d M. Isobe, T. Ohta, M. Onoda, F. Izumi, S. Nakano, J. Q. Li,* Y. Matsui, and E. Takayama-Muromachi National Institute for Research in Inorganic Materials (NIRIM), 1-1 Namiki, Tsukuba, Ibaraki 305 Japan T. Matsumoto The r-T curves in the normal state above 5 GPa obey a power law of tem- perature in the wide range of temperature between 7 and over 200 K, suggesting that carriers are mainly scattered by spin ﬂuctuation as well as in 2D high-Tc cuprates. Tc increases up to ;13 K at 5 GPa, and then is suppressed in the metallic state above 5 GPa.",Paper_6
"B 45, 5744 ~1992!.","Structural and electrical properties under high pressure for the superconducting spin-ladder system Sr0.4Ca13.6Cu24O411d M. Isobe, T. Ohta, M. Onoda, F. Izumi, S. Nakano, J. Q. Li,* Y. Matsui, and E. Takayama-Muromachi National Institute for Research in Inorganic Materials (NIRIM), 1-1 Namiki, Tsukuba, Ibaraki 305 Japan T. Matsumoto Tc increases up to ;13 K at 5 GPa, and then is suppressed in the metallic state above 5 GPa. B 45, 5744 ~1992!.",Paper_6
"B 35, 219 ~1987!.","Structural and electrical properties under high pressure for the superconducting spin-ladder system Sr0.4Ca13.6Cu24O411d M. Isobe, T. Ohta, M. Onoda, F. Izumi, S. Nakano, J. Q. Li,* Y. Matsui, and E. Takayama-Muromachi National Institute for Research in Inorganic Materials (NIRIM), 1-1 Namiki, Tsukuba, Ibaraki 305 Japan T. Matsumoto B 45, 5744 ~1992!. B 35, 219 ~1987!.",Paper_6
"73, 2626 ~1994!.","Structural and electrical properties under high pressure for the superconducting spin-ladder system Sr0.4Ca13.6Cu24O411d M. Isobe, T. Ohta, M. Onoda, F. Izumi, S. Nakano, J. Q. Li,* Y. Matsui, and E. Takayama-Muromachi National Institute for Research in Inorganic Materials (NIRIM), 1-1 Namiki, Tsukuba, Ibaraki 305 Japan T. Matsumoto B 35, 219 ~1987!. 73, 2626 ~1994!.",Paper_6
"65, 2393 ~1996!.","Structural and electrical properties under high pressure for the superconducting spin-ladder system Sr0.4Ca13.6Cu24O411d M. Isobe, T. Ohta, M. Onoda, F. Izumi, S. Nakano, J. Q. Li,* Y. Matsui, and E. Takayama-Muromachi National Institute for Research in Inorganic Materials (NIRIM), 1-1 Namiki, Tsukuba, Ibaraki 305 Japan T. Matsumoto 73, 2626 ~1994!. 65, 2393 ~1996!.",Paper_6
"95, 230 ~1991!.","Structural and electrical properties under high pressure for the superconducting spin-ladder system Sr0.4Ca13.6Cu24O411d M. Isobe, T. Ohta, M. Onoda, F. Izumi, S. Nakano, J. Q. Li,* Y. Matsui, and E. Takayama-Muromachi National Institute for Research in Inorganic Materials (NIRIM), 1-1 Namiki, Tsukuba, Ibaraki 305 Japan T. Matsumoto 65, 2393 ~1996!. 95, 230 ~1991!.",Paper_6
"73, 3463 ~1994!.","Structural and electrical properties under high pressure for the superconducting spin-ladder system Sr0.4Ca13.6Cu24O411d M. Isobe, T. Ohta, M. Onoda, F. Izumi, S. Nakano, J. Q. Li,* Y. Matsui, and E. Takayama-Muromachi National Institute for Research in Inorganic Materials (NIRIM), 1-1 Namiki, Tsukuba, Ibaraki 305 Japan T. Matsumoto 95, 230 ~1991!. 73, 3463 ~1994!.",Paper_6
"63, 3222 ~1994!.","Structural and electrical properties under high pressure for the superconducting spin-ladder system Sr0.4Ca13.6Cu24O411d M. Isobe, T. Ohta, M. Onoda, F. Izumi, S. Nakano, J. Q. Li,* Y. Matsui, and E. Takayama-Muromachi National Institute for Research in Inorganic Materials (NIRIM), 1-1 Namiki, Tsukuba, Ibaraki 305 Japan T. Matsumoto 73, 3463 ~1994!. 63, 3222 ~1994!.",Paper_6
"B 47, 3196 ~1993!.","Structural and electrical properties under high pressure for the superconducting spin-ladder system Sr0.4Ca13.6Cu24O411d M. Isobe, T. Ohta, M. Onoda, F. Izumi, S. Nakano, J. Q. Li,* Y. Matsui, and E. Takayama-Muromachi National Institute for Research in Inorganic Materials (NIRIM), 1-1 Namiki, Tsukuba, Ibaraki 305 Japan T. Matsumoto 63, 3222 ~1994!. B 47, 3196 ~1993!.",Paper_6
"M. Rice, S. Gopalan, and M. Siegrist, Physica B 199&200, 378 ~1994!.","Structural and electrical properties under high pressure for the superconducting spin-ladder system Sr0.4Ca13.6Cu24O411d M. Isobe, T. Ohta, M. Onoda, F. Izumi, S. Nakano, J. Q. Li,* Y. Matsui, and E. Takayama-Muromachi National Institute for Research in Inorganic Materials (NIRIM), 1-1 Namiki, Tsukuba, Ibaraki 305 Japan T. Matsumoto B 47, 3196 ~1993!. M. Rice, S. Gopalan, and M. Siegrist, Physica B 199&200, 378 ~1994!.",Paper_6
"B 49, 8901 ~1994!.","Structural and electrical properties under high pressure for the superconducting spin-ladder system Sr0.4Ca13.6Cu24O411d M. Isobe, T. Ohta, M. Onoda, F. Izumi, S. Nakano, J. Q. Li,* Y. Matsui, and E. Takayama-Muromachi National Institute for Research in Inorganic Materials (NIRIM), 1-1 Namiki, Tsukuba, Ibaraki 305 Japan T. Matsumoto M. Rice, S. Gopalan, and M. Siegrist, Physica B 199&200, 378 ~1994!. B 49, 8901 ~1994!.",Paper_6
